,id,path,question,a,b,c,d,answer
223,train_0224,train/train_0224.jpg,What's the main characteristic of the mountain that you see in this picture?,A mountain with volcanic activity.,Dry mountains like desert.,A mountain with dense forest.,High mountains with snow on them.,d
224,train_0225,train/train_0225.jpg,What is the famous intersection of the city?,Hong Kong Central,"Gangnam, Seoul",New York Time Square,"It's Shibu, Tokyo.",d
225,train_0226,train/train_0226.jpg,What is the doll that the cat in this picture has?,hamster doll.,Puppet.,Bear.,The bunny.,c
226,train_0227,train/train_0227.jpg,What did the cat in the picture wear as a mode?,Puppy,A deer.,Rabbit.,Foxes,b
227,train_0228,train/train_0228.jpg,What is the most likely kind of drink in this picture?,Ice America,"The Black One, the Lat.",Vanilla Lat.,Capuccino.,b
228,train_0229,train/train_0229.jpg,What's appropriate for nature's characteristics in this picture?,Clear valleys and dense forests.,Snow - covered peaks,The vast grasslands and wild animals.,Deserts and sand dunes.,a
229,train_0230,train/train_0230.jpg,What is the food in this picture that contains pork?,Bibimbop,Cold Faces,Snacking of fish and meat,Kimchichichichig,c
230,train_0231,train/train_0231.jpg,What can't you see in this picture?,The sand.,Sea,Buildings,Mountains,d
231,train_0232,train/train_0232.jpg,What food is not included in this one meal?,The beef.,Kimchi.,Fuck you.,Pockets.,a
232,train_0233,train/train_0233.jpg,What is the red object that you see in the picture?,Hand-sterilized case.,Portable auxiliary battery,Small pocket,Wireless earphone cases.,d
233,train_0234,train/train_0234.jpg,What are the products that you see in this picture?,lipstick,Perfume,Mascara,Lipb night,d
234,train_0235,train/train_0235.jpg,What is the red device that you see in this picture?,fire extinguisher,hydrant,Fire trucks.,Alarm,b
235,train_0236,train/train_0236.jpg,What are the animals in the picture?,Rabbit.,Puppy,Cat.,hamster.,b
236,train_0237,train/train_0237.jpg,What is the food you see in this image?,A cookie.,The cake.,Sand sandwich.,Fruits,a
237,train_0238,train/train_0238.jpg,Where are the birds usually sitting in this picture?,On the road.,On the wire.,On the roof of the building.,On top of the poles.,b
238,train_0239,train/train_0239.jpg,What is the tallest building that you can see in this picture?,63 Buildings,Lotde World Tower,Seoul City Hall,Namsan Tower,b
239,train_0240,train/train_0240.jpg,What's the activity that people are doing in this picture?,He's doing yoga.,He's playing football.,I'm watching a music show.,We're running a race.,a
240,train_0241,train/train_0241.jpg,What are the main features of the building that you see here?,It's a modern skyscraper.,It's a Japanese wooden building.,A building made of traditional jade.,It's a European castle building.,c
241,train_0242,train/train_0242.jpg,What's the main natural phenomenon in this picture?,Lightning,Rainbow,Snow,Clouds,d
242,train_0243,train/train_0243.jpg,What's not the main ingredient in this food?,Tofu,Potatoes.,Pangsoms,The beef.,b
243,train_0244,train/train_0244.jpg,What's the main dish in this food structure?,Bean sprouts.,Kimchi.,Bob.,The mackerel.,d
244,train_0245,train/train_0245.jpg,What is the cooking that you see in this image?,The beef.,Shabushabu,Kimchichichichig,Bibimbop,b
245,train_0246,train/train_0246.jpg,Which of these breads in the tray is ethart?,Two brown loaves in the middle.,The bread is yellow down to the right.,There's no bread on the tray.,Left yellow bread.,b
246,train_0247,train/train_0247.jpg,What's not the seasoning used for this food?,Liver,True Oil,"Cheap sugar, chief.",That calorie tomato keel.,a
247,train_0248,train/train_0248.jpg,What is the food in this picture cooking?,Shabbshav.,Kimchichichichig,The beef.,Bibimbop,a
248,train_0249,train/train_0249.jpg,What type of bread can't be seen in this picture?,Salt butter bagels.,JOLO HUDU BENGEL,Soil bagels,Chocolate Bagel,d
249,train_0250,train/train_0250.jpg,What is the food in this picture?,Bibimbop,The beef.,Sea water wells,Kimchichichichig,c
250,train_0251,train/train_0251.jpg,What is the food in this picture?,Fuck you.,Chicken.,Kimbab.,Pizza.,b
251,train_0252,train/train_0252.jpg,What is the main use of this food?,Pork and shrimp.,A tuna and a salmon.,The squid and the octopus.,It's beef and chicken.,b
252,train_0253,train/train_0253.jpg,What's the orange fruit that you see in this image?,Apologize.,Coding,The boat.,Orange,b
253,train_0254,train/train_0254.jpg,What is a dish that includes seafood?,Pizza.,Rijoto.,Pasta.,Steak.,b
254,train_0255,train/train_0255.jpg,What is the food in this picture?,Chocolate cake.,Carrot cake.,Cheesecakes.,"Naccha, bask, cheesecakes.",d
255,train_0256,train/train_0256.jpg,What's the side of this food that's served with the tofu?,Squeeze,French fries.,Kimchi roasting.,The beef.,c
256,train_0257,train/train_0257.jpg,What's a cream sauce dish like this?,Cream pasta,Bibimbop,Peeta Brad.,Barbecue planner,a
257,train_0258,train/train_0258.jpg,What kind of ice cream do the two people in the picture have?,Shake and soft ice cream.,Apogato and Selato,Bar ice cream and corn ice cream.,Ice water and pudding.,c
258,train_0259,train/train_0259.jpg,What is the food in this picture?,Tomato pasta,Potato soup and garlic bread.,The beef.,Chicken salad.,b
259,train_0260,train/train_0260.jpg,Which of these dishes does Tim Island have in it?,A wooden canister.,Black plate.,Plastic tray,White plate.,a
260,train_0261,train/train_0261.jpg,What is the fruit in this picture?,Banana,Apologize.,Grapes,Orange,d
261,train_0262,train/train_0262.jpg,What are the ingredients that are not included in this food?,Potatoes.,Tofu,Yeah.,Broccoli,a
262,train_0263,train/train_0263.jpg,What's the yellow sauce that's sprayed on this food?,Mustard.,Hollandades Source,mayonnaise,Ketham.,b
263,train_0264,train/train_0264.jpg,What's the food in the picture?,Tattoos,Kimbab.,Fuck you.,Creeping,a
264,train_0265,train/train_0265.jpg,How is the food in this picture being cooked?,It's got a fire on it.,They boil in boiling water.,I'm baking on a frying pan.,Put him in the microwave.,a
265,train_0266,train/train_0266.jpg,What's not the main ingredient in this food?,Panne pasta.,Shrimps,Chicken.,Olive.,c
266,train_0267,train/train_0267.jpg,What is the food in this picture?,Tattoos,Kimchichichichig,Bibimbop,Pockets.,a
267,train_0268,train/train_0268.jpg,What is the fruit on the cake that you see in this picture?,Kiwi,Grapes,Banana,Glimps,d
268,train_0269,train/train_0269.jpg,What is the food in this picture?,Garvey.,The beef.,Three-fold weight.,Chicken Garvey,c
269,train_0270,train/train_0270.jpg,What's not the food that's on top of the grill in this picture?,Meat,Shrimps,Chicken.,Potatoes.,c
270,train_0271,train/train_0271.jpg,What food can't be seen in this picture?,The cake.,Cookie.,Coffee.,Bread.,a
271,train_0272,train/train_0272.jpg,What's the food in the picture?,Spaghetti and Salad,hamburgers and fries.,Too Much Superstitious,The pizza and the lasagna.,d
272,train_0273,train/train_0273.jpg,What are the ingredients that are not included in this dish?,Chicken.,Shrimps,Greenvin.,pineapple,a
273,train_0274,train/train_0274.jpg,What's the food on this plate?,Steak.,Three-fold weight.,Fishfish,Chicken.,a
274,train_0275,train/train_0275.jpg,What kind of food is this?,Kimchichichichig,The beef.,Roast,Bibimbop,c
275,train_0276,train/train_0276.jpg,What is the cooking in this picture?,Pockets.,The beef.,Three-fold weight.,The ribs.,d
276,train_0277,train/train_0277.jpg,What's appropriate for the meal menu in this picture?,Steaks and potatoes.,hamburgers and fries.,The pizza and the pasta.,Chicken and salad.,c
277,train_0278,train/train_0278.jpg,What is the food that you see here?,Bibimbop,Fuck you.,Three-fold weight.,Kimbab.,c
278,train_0279,train/train_0279.jpg,What does this food look like?,Kimbab.,Tribal Kimbab,Fuck you.,The splash roll with the sequester.,d
279,train_0280,train/train_0280.jpg,What is the food in this image?,Steak and fries.,Kimchichichig and Bob.,The pizza and the salad.,Chiliklap and shrimp roast.,d
280,train_0281,train/train_0281.jpg,What is this food used to cook?,Shabbshav.,Bibimbop,The beef.,Kimchichichichig,a
281,train_0282,train/train_0282.jpg,What is a dessert that you see in this image that is served with fruit?,Ice America,Honey cream pancakes.,Banana cream bzeue,Ice cream,b
282,train_0283,train/train_0283.jpg,What's the main food in this picture?,Fishfish,Three-fold weight.,Sea water wells,The beef.,c
283,train_0284,train/train_0284.jpg,What is the food that's being baked in this picture?,Chicken Garvey,The beef.,The ribs.,Three-fold weight.,d
284,train_0285,train/train_0285.jpg,What is this food?,The ball scene and the bong.,Kimchichichichig,The beef.,Bibimbop,a
285,train_0286,train/train_0286.jpg,What is the food in this picture?,Italian pizza.,Chinese - style Tim Island,Korean bread roaster,"Yakitori, Japanese style.",d
286,train_0287,train/train_0287.jpg,What's the main ingredient in this food?,Chicken.,Fish,The beef.,Pork,a
287,train_0288,train/train_0288.jpg,What is the food in this picture?,Pupils.,Chicken roasting.,Kimchichichichig,Pockets.,b
288,train_0289,train/train_0289.jpg,What is the food in this picture?,The beef.,Kimchichichichig,Sea water wells,Bibimbop,c
289,train_0290,train/train_0290.jpg,What is the drink in this picture?,Americano.,Orange juice,Red Tea,Green Tea Late,d
290,train_0291,train/train_0291.jpg,What is the food that's being baked in this picture?,The beef.,The duck fish.,Three-fold weight.,Chicken.,c
291,train_0292,train/train_0292.jpg,Which dish in the photo is pasta with olives and garlic?,White plate.,Opaque vessels,Blue plate.,A yellow glass.,c
292,train_0293,train/train_0293.jpg,What's the dessert that you see in this picture?,berry ice cream.,berry cake.,berry Ice Water,"And strawberries, smoothie.",c
293,train_0294,train/train_0294.jpg,What is it that is not food and drink in this image?,Cola.,Roast rice and eggs.,Rijoto.,Pizza.,d
294,train_0295,train/train_0295.jpg,What is the food that you see in this image?,Salad and fruit planter,The pasta and the bread set.,Cheese and meat flares served with wine.,A traditional breakfast set,c
295,train_0296,train/train_0296.jpg,Where does butter come from in this image of food and drink set?,GERMANY,France,ITALY,SPAIN,b
296,train_0297,train/train_0297.jpg,What is the food that you see at the dining room in the photo?,A solar dish.,One meal.,Formal Cooking,Central Cooking,d
297,train_0298,train/train_0298.jpg,What is the food in this picture?,Kimchichichichig,Kill.,Bibimbop,The beef.,b
298,train_0299,train/train_0299.jpg,What's the most appropriate explanation for the food atmosphere that you see in this picture?,Food at fast food stores.,Outdoor picnic,Dinner at a fancy restaurant.,A normal family meal.,c
299,train_0300,train/train_0300.jpg,What's on this little cake that you see in this picture?,A piece of chocolate,Makalong.,Sande pieces.,Little bear.,d
300,train_0301,train/train_0301.jpg,What is the food in this picture being served with?,juice and water.,Milk and coffee.,Wine and beer.,Cola and the car.,d
301,train_0302,train/train_0302.jpg,What is the drink in this picture?,Saida.,Cola.,Coffee.,Orange juice,b
302,train_0303,train/train_0303.jpg,What is the food in this picture?,Cheesecakes.,Chocolate cake.,Carrot cake.,A lot of fruited pancakes.,d
303,train_0304,train/train_0304.jpg,What's the meat on the left side of the food in the picture?,Chicken.,hamburgers,Steak.,Fishfish,c
304,train_0305,train/train_0305.jpg,What is the food that you see here?,Steak.,Pasta.,Bread and butter.,Salad,c
305,train_0306,train/train_0306.jpg,What's not the food in this picture?,The octopus is cooked.,hamburgers,Pizza.,Pasta.,b
306,train_0307,train/train_0307.jpg,What food can't be seen in this picture?,Sand sandwich.,Pizza.,French fries.,Salad,b
307,train_0308,train/train_0308.jpg,What is the food in this picture?,Caesar Salad.,Bibimbop,Kimchichichichig,The beef.,a
308,train_0309,train/train_0309.jpg,Where is the food in this picture most likely to be served?,Airplane Equipment,The lunch served at the restaurant.,Homemade lunches.,Outdoor picnic lunch.,a
309,train_0310,train/train_0310.jpg,What's not the food that you see in this image?,The cake.,Pasta.,Pizza.,Choake.,d
310,train_0311,train/train_0311.jpg,What's inside the metal cage that you see in this image?,Chocolate,FLORDS,Little new doll.,Sugar-silver fruit jelly.,d
311,train_0312,train/train_0312.jpg,What is this food?,Choake.,Steak.,Synchronising folder,The beef.,a
312,train_0313,train/train_0313.jpg,What is the food that you see in this image?,Steaks and potatoes.,Fruit and cheese.,Pasta and Source,Bread and butter.,d
313,train_0314,train/train_0314.jpg,What is it that is not the shape of the plate in this image?,Flower - shaped dishes,Circular plate,Moon-shaped dish,Heart-shaped dishes,b
314,train_0315,train/train_0315.jpg,What's the food that's roasting on the board in this picture?,The squid.,Chicken.,The beef.,Three-fold weight.,c
